"库名","表名","表名中文","表内序号","列名","列名中文","数据类型","是否允空","记录数","去重个数","空值个数","是否主键","外键关联表名","是否码值"
"LC00059999","BL_STOCKBILL_HIS","","52","OPERATOR","","VARCHAR2","Y","218943","360","136323","","",""
"LC00059999","BL_STOCKBILL_HIS","","53","BACK_REASON","","VARCHAR2","Y","218943","12","218921","","",""
"LC00059999","BL_STOCKBILL_HIS","","54","CHECK_DATE","","VARCHAR2","Y","218943","1809","148080","","",""
"LC00059999","BL_STOCKBILL_HIS","","55","CHECKER","","VARCHAR2","Y","218943","19","148080","","",""
"LC00059999","BL_STOCKBILL_HIS","","56","BZNS_SEND_DATE","","VARCHAR2","Y","218943","803","172490","","",""
"LC00059999","BL_STOCKBILL_HIS","","57","BZNS_SENDER","","VARCHAR2","Y","218943","473","172492","","",""
"LC00059999","BL_STOCKBILL_HIS","","58","BZNS_SEND_BACK_REASON","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","59","ACCOUNT_DATE","","VARCHAR2","Y","218943","3023","359","","",""
"LC00059999","BL_STOCKBILL_HIS","","60","ACCOUNTER","","VARCHAR2","Y","218943","483","97877","","",""
"LC00059999","BL_STOCKBILL_HIS","","61","ACCOUNT_BACK_REASON","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","62","APPLIER","","VARCHAR2","Y","218943","354","180516","","",""
"LC00059999","BL_STOCKBILL_HIS","","63","APP_DATE","","VARCHAR2","Y","218943","765","180516","","",""
"LC00059999","BL_STOCKBILL_HIS","","64","APP_BACK_REASON","","VARCHAR2","Y","218943","87","218663","","",""
"LC00059999","BL_STOCKBILL_HIS","","65","APP_CHECKER","","VARCHAR2","Y","218943","361","180516","","",""
"LC00059999","BL_STOCKBILL_HIS","","66","APP_CHECK_DATE","","VARCHAR2","Y","218943","761","180516","","",""
"LC00059999","BL_STOCKBILL_HIS","","67","OP_REFUSE_DATE","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","68","OP_REFUSE_REASON","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","69","OP_REFUSER","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","70","EXCEPT_STATUS","","VARCHAR2","Y","218943","1","217727","","","1"
"LC00059999","BL_STOCKBILL_HIS","","71","REVER_TYPE","","CHAR","Y","218943","0","218943","","","1"
"LC00059999","BL_STOCKBILL_HIS","","72","REVER_STAT","","CHAR","Y","218943","1","108082","","",""
"LC00059999","BL_STOCKBILL_HIS","","73","REVER_REMARK","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","74","REVER_OPER_DATE","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","75","REVER_OPER_ID","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","76","REVER_CHECK_ID","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","77","REVER_DATE","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","78","RELATED_BILL_ID","","VARCHAR2","Y","218943","8852","205819","","",""
"LC00059999","BL_STOCKBILL_HIS","","79","CREATE_DATE","","VARCHAR2","Y","218943","53052","109266","","",""
"LC00059999","BL_STOCKBILL_HIS","","80","DISC_TB_ID","","VARCHAR2","Y","218943","8852","210091","","",""
"LC00059999","BL_STOCKBILL_HIS","","81","EXT_TB_ID","","VARCHAR2","Y","218943","104608","114723","","",""
"LC00059999","BL_STOCKBILL_HIS","","82","DRAW_BANK_LHH","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","83","ACEPTOR_BANK_LHH","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","84","REC_BANK_LHH","","VARCHAR2","Y","218943","0","218943","","",""
"LC00059999","BL_STOCKBILL_HIS","","85","IF_DSCNT_CREDIT","","CHAR","Y","218943","0","218943","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","1","TOSIGN_NM","","VARCHAR2","N","165947","165947","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","2","BANKNO","","VARCHAR2","Y","165947","1","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","3","BRANCH_CODE","","VARCHAR2","Y","165947","1","330","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","4","BILL_CLASS","01、应收票据、02、应付票据","VARCHAR2","Y","165947","2","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","5","BZNS_TYPE","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
03=提示收票回复
02=提示承兑回复
25=央行卖票回复
23=同意清偿回复
21=逾期提示付款回复
19=质押解除回复
20=提示付款回复
18=质押申请回复
17=保证回复
12=贴现赎回回复
11=贴现回复
10=背书转让回复
22=追索待回复


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索
","VARCHAR2","Y","165947","10","0","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","6","BANK_LSH","银行流水号","VARCHAR2","Y","165947","164000","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","7","REFERENCE_NM","业务参考号","VARCHAR2","Y","165947","165947","1451","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","8","COLLECT_TYPE","1集团外收票，2集团内收票收票类型,待考虑","CHAR","Y","165947","0","165947","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","9","REGISTER_DATE","登记日期","VARCHAR2","Y","165947","0","165947","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","10","BILL_TYPE","1银行承兑，2商业承兑，3支票，4银行汇票票据类型","CHAR","Y","165947","2","0","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","11","BILL_CODE","票据号码","VARCHAR2","Y","165947","107128","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","12","START_DATE","出票日期","VARCHAR2","Y","165947","2321","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","13","END_DATE","到期日期","VARCHAR2","Y","165947","2801","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","14","DRAW_TYPE","RC00银行
RC01企业
RC02央行
RC03被代理行
RC04财务公司
RC05接入财务公司","VARCHAR2","Y","165947","1","837","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","15","DRAW_NAME","出票人全称","VARCHAR2","Y","165947","12456","496","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","16","DRAW_ACC","出票人账号","VARCHAR2","Y","165947","15152","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","17","DRAW_BANK_NAME","出票人开户行","VARCHAR2","Y","165947","6952","4616","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","18","DRAW_BANK_NO","","VARCHAR2","Y","165947","7488","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","19","DRAW_ORGID","","VARCHAR2","Y","165947","10973","7740","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","20","BILL_AMT","票面金额","FLOAT","Y","165947","45600","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","21","ACEPTOR_BANK_NO","承兑银行","VARCHAR2","Y","165947","6084","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","22","ACEPTOE_BANK_NAME","承兑银行名称","VARCHAR2","Y","165947","6956","0","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","23","ACEPTOE_BANK_ACC","承兑银行账号","VARCHAR2","Y","165947","945","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","24","REC_TYPE","20140926 该字段存放保证人信息","VARCHAR2","Y","165947","1","165795","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","25","REC_CODE","单位编号-业务单位","VARCHAR2","Y","165947","387","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","26","REC_NAME","收款人全称","VARCHAR2","Y","165947","397","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","27","REC_ACC","对应银行平台报文中的对手账号或者待签收账号","VARCHAR2","Y","165947","403","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","28","REC_BANK_NAME","","VARCHAR2","Y","165947","1","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","29","REC_BANK_NO","","VARCHAR2","Y","165947","1","330","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","30","REC_ORGID","20111016 华腾接口","VARCHAR2","Y","165947","15","109551","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","31","PROTOCOL_CODE","作为‘托收银行’字段使用承兑协议编号","VARCHAR2","Y","165947","0","165947","","","1"
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","32","FIRST_REC_NAME","第一收款人","VARCHAR2","Y","165947","20968","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","33","FIRST_REC_ACC","第一收款人帐号","VARCHAR2","Y","165947","22552","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","34","FIRST_REC_BANKNAME","第一收款人银行","VARCHAR2","Y","165947","13150","4444","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","35","FORE_ENDORSE","上手背书人编号-对内部单位有用
20111016增加说明:对于追索业务,该字段存放追索人信息
对于同意清偿业务,该字段存放被追索人信息；

20140926 该字段存放被保证人信息","VARCHAR2","Y","165947","949","57184","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","36","FORE_ENDORSE_NAME","上手背书人名称","VARCHAR2","Y","165947","12965","13069","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","37","FORE_ENDORSE_ACC","上手背书人账号","VARCHAR2","Y","165947","13642","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","38","FORE_ENDORSE_BANKNAME","","VARCHAR2","Y","165947","8698","7456","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","39","FORE_ENDORSE_BANKNO"," 联行号","VARCHAR2","Y","165947","8587","837","","",""
"LC00059999","BL_TOSIGN_RECORD","扩展使用用来将来扩展使用（存放各种待经办)
00=提示收票和背书转让回复
02=提示承兑回复
11=贴现回复
12=贴现赎回回复
17=保证回复
18=质押申请回复
19=质押解除回复
20=提示付款回复
21=逾期提示付款回复
22=追索待回复
23=同意清偿回复
25=央行卖票回复
30=出票保证回复
31=承兑保证回复
32=背书保证回复
33=拒付追索
34=非拒付追索


对于17、22、这类类型,银企平台新开发接口将会使用3X类型返回具体类型
","40","FORE_ENDORSE_ORGID","20111016 华腾接口","VARCHAR2","Y","165947","12794","837","","",""
